/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_01_762.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_01_762.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_01_762.jpg,-0.03773585,1,0,30.19027
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_01_831.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_01_831.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_01_831.jpg,-0.03773585,1,0,30.19026
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_01_904.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_01_904.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_01_904.jpg,-0.03773585,1,0,30.19025
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_01_980.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_01_980.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_01_980.jpg,-0.03773585,1,0,30.19027
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_057.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_057.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_057.jpg,-0.03773585,1,0,30.19023
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_126.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_126.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_126.jpg,-0.03773585,1,0,30.19028
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_199.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_199.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_199.jpg,-0.03773585,1,0,30.19026
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_270.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_270.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_270.jpg,-0.03773585,1,0,30.19029
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_342.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_342.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_342.jpg,-0.03773585,1,0,30.19027
/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/center_2022_04_28_15_48_02_411.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/left_2022_04_28_15_48_02_411.jpg,/home/workspace/udacity-CarND-P04-behavioral-cloning/data/track1/IMG/right_2022_04_28_15_48_02_411.jpg,-0.03773585,1,0,30.19025
